,ready,loadDataHD_ready,onAddDataStart_skybox,onAddDataStart_Plane,onAddDataStart_Weather,onAddDataStart_StreetLight,onAddDataStart_Style,onAddDataStart_guideline,onAddDataStart_lightwave,onAddDataStart_ice,onAddDataStart_water,onAddDataStart_SignalLine,onAddDataStart,HDPanel__addHdMap__pMesh_vp,visible_Filter,cacheCurrent,HDPanel__addHdMap,addHdMap,onAABBchanged_skybox,onAABBchanged_Plane,onAABBchanged_Weather,onAABBchanged_StreetLight,onAABBchanged_Style,onAABBchanged_guideline,onAABBchanged_lightwave,onAABBchanged_ice,onAABBchanged_water,onAABBchanged_SignalLine,onAABBchanged,PainterMgr__addHdMap,QLayerMgr__loadDataHD,loadDataHD,onRender3dPass2_skybox,onRender3dPass2_Plane,onRender3dPass2_Weather,onRender3dPass2_StreetLight,onRender3dPass2_Style,onRender3dPass2_guideline,onRender3dPass2_lightwave,onRender3dPass2_ice,onRender3dPass2_water,onRender3dPass2_SignalLine,onRender3dPass2,skybox,plane,greenBelt,roadbed,zebra,diversion,divider,divider_texture,safetyIsland,renderScene,onRenderPass2Order3_skybox,onRenderPass2Order3_Plane,onRenderPass2Order3_Weather,onRenderPass2Order3_StreetLight,onRenderPass2Order3_Style,onRenderPass2Order3_guideline,onRenderPass2Order3_lightwave,onRenderPass2Order3_ice,onRenderPass2Order3_water,onRenderPass2Order3_SignalLine,onRenderPass2Order3,renderPost,PainterMgr__render,PainterMgr__drawHDMap_render,Anchor,PrimitiveScenedraw,drawCustomElement,renderTransparent,renderTransparentAnchor,RenderScene_,renderHD,render
80,259,87,6,12,8,6,6,7,6,6,6,6,6,1,165,159,14,354,6,19,9,7,6,40,14,7,7,7,5,10,599,22943,1,20,14,6,8,6,6,5,6,6,6,80,67,89,269,40,72,155,142,14,947,10,7,7,6,6,5,6,7,7,8,8,7,7,1129,7,262,28,19,7,7,1533,52
81,285,145,16,26,23,21,69,72,27,23,23,21,21,2,1272,720,53,2099,22,46,21,21,22,21,20,20,21,20,20,277,3034,9533,1,32,22,21,20,22,23,20,26,22,20,944,191,855,707,132,180,373,508,39,3981,38,22,22,22,20,20,20,23,174,32,24,21,21,4691,23,545,43,31,24,19,5638,92
82,228,36,6,10,6,5,5,6,5,6,5,38,14,1,290,153,12,470,7,17,10,8,6,5,5,4,5,5,6,6,685,983,1,15,13,5,5,6,5,6,5,5,4,77,63,82,262,38,66,147,137,137,1026,6,5,5,5,5,7,6,5,6,8,9,6,5,1180,6,155,19,16,6,6,1458,44
83,634,46,7,12,10,8,6,6,6,6,7,6,5,1,159,415,31,621,7,22,16,10,8,6,6,6,7,6,5,9,839,34591,0,25,83,15,17,48,19,8,6,6,6,86,106,145,1055,370,112,187,174,18,2274,10,10,5,6,6,9,10,8,8,9,9,8,6,2620,8,233,26,14,14,10,3010,40
84,440,59,8,12,9,8,8,9,7,7,6,8,7,1,211,277,28,541,9,20,15,9,6,5,6,5,7,6,6,9,763,9542,1,19,16,6,7,6,6,6,6,6,7,71,518,143,815,71,2090,215,183,22,4151,14,8,7,7,8,90,23,10,9,9,12,10,6,4462,7,377,29,12,7,7,4974,44
85,317,77,7,10,7,7,5,7,6,6,5,6,5,2,193,190,21,420,5,19,8,6,5,6,6,6,5,6,21,34,662,27265,1,15,30,26,29,9,5,6,6,6,342,85,81,107,317,57,79,164,153,16,1095,11,7,8,6,7,7,6,7,8,9,9,8,7,1677,7,3820,31,23,9,6,5684,38
86,426,223,9,119,23,9,6,6,6,7,6,7,6,2,174,160,13,365,8,21,9,8,6,7,6,8,6,6,6,8,3858,6020,0,194,17,224,10,7,5,8,5,7,6,77,74,103,274,50,78,422,2776,30,3909,11,8,7,8,7,90,16,60,20,10,12,8,7,4666,9,197,132,18,9,7,5128,40
87,340,93,10,17,9,7,8,6,6,7,6,6,5,1,215,170,13,419,7,22,9,8,6,7,6,7,7,7,7,7,638,23213,1,19,13,7,6,6,7,5,6,6,5,77,68,93,329,57,80,170,166,16,1075,9,7,6,6,5,6,6,10,9,8,13,8,8,1265,7,452,31,20,9,7,1868,48
88,687,242,16,14,10,8,7,6,6,7,6,6,6,2,216,173,18,426,6,24,11,7,6,7,6,6,6,7,5,6,654,9252,0,19,14,6,6,6,6,8,6,6,5,71,66,108,288,49,76,156,151,15,999,9,9,5,8,7,7,6,7,8,8,8,8,6,1187,7,216,23,18,7,6,1548,47
89,257,94,7,12,8,8,7,6,6,6,6,6,6,2,176,163,40,400,7,20,9,7,7,7,7,7,6,6,6,8,608,30045,0,16,14,6,7,6,6,6,7,7,5,88,69,96,441,59,78,296,316,30,1496,8,7,6,6,7,6,7,6,7,8,12,8,6,1681,6,201,21,18,9,7,2026,52
90,221,69,6,11,8,6,2739,67,11,7,6,5,6,3,271,216,29,544,9,25,16,11,7,6,6,7,6,7,5,8,3563,13438,1,34,19,9,7,8,8,8,7,9,6,299,124,110,399,86,130,256,191,25,1641,8,8,8,7,8,6,7,9,8,8,13,9,8,1873,8,235,27,23,10,7,2279,48
91,322,72,8,10,7,6,7,5,6,6,8,6,6,1,159,146,11,331,8,18,8,7,6,6,6,5,7,6,6,7,521,9869,0,19,16,10,6,7,6,5,6,6,6,412,84,96,351,55,82,226,173,40,1541,9,7,6,7,233,28,10,8,7,8,14,7,8,1990,8,230,23,21,9,6,2358,35
92,337,294,8,13,8,7,6,6,6,5,8,6,6,1,171,160,12,361,7,19,11,6,6,6,6,6,6,6,8,8,563,29546,0,23,14,7,7,5,7,6,6,7,6,93,148,110,355,57,88,167,358,27,1426,8,7,5,7,6,7,6,6,6,7,12,8,7,1616,8,213,22,19,15,8,1982,53
93,373,142,13,32,21,21,21,20,19,23,21,21,19,2,2816,492,313,3707,62,332,41,27,23,24,23,23,21,22,21,25,4637,13762,2,32,23,21,20,20,21,19,20,20,117,180,154,261,659,144,182,381,410,45,2483,23,21,1339,163,28,20,19,23,21,24,20,22,21,4571,27,854,68,173,32,22,5989,105
94,227,72,8,11,9,6,6,6,8,7,6,6,5,1,202,277,40,537,7,31,17,13,8,8,6,9,6,6,6,10,772,2614,1,21,15,6,7,8,5,7,6,7,7,122,87,111,348,55,100,225,186,100,1360,9,8,9,7,6,7,6,9,8,9,7,7,7,1560,7,249,27,20,16,9,2006,53
95,223,136,8,11,7,7,6,6,8,6,6,6,6,1,159,151,18,346,9,19,10,7,6,5,5,6,5,6,5,9,551,28826,0,18,13,6,6,5,7,7,6,5,7,82,67,90,291,57,83,161,149,15,1015,10,7,8,5,6,7,6,8,8,8,8,8,8,1201,8,203,83,31,10,6,1614,44
96,250,181,8,12,8,8,6,6,6,5,6,7,5,1,169,152,13,348,7,20,10,8,7,7,6,5,7,7,7,7,558,14867,1,19,16,6,6,6,6,6,6,6,6,89,74,94,273,153,82,1935,183,20,2927,11,6,6,6,6,5,7,8,6,9,9,7,7,3112,7,289,28,20,8,7,3552,60
97,293,161,13,23,20,21,19,20,19,19,21,28,21,2,1837,318,39,2243,22,45,23,22,20,22,21,20,21,22,19,23,2801,12844,1,29,22,23,19,20,22,20,19,22,20,180,148,341,633,101,171,845,2067,113,4648,31,21,20,20,20,21,20,23,22,23,20,20,20,5168,22,593,39,27,21,22,6104,103
98,467,153,15,31,23,23,20,20,21,20,21,20,23,2,2095,342,70,2565,24,46,22,20,20,23,20,20,19,20,20,23,3136,7556,1,28,23,93,26,20,20,20,20,20,21,218,152,202,626,112,290,398,3436,96,5579,23,23,22,20,22,20,20,25,21,24,1729,70,30,7950,27,1248,102,43,24,21,9662,121
99,542,263,13,26,22,22,21,22,29,22,21,21,21,3,2506,521,65,3146,26,49,24,21,22,20,29,24,22,21,82,95,4405,22069,3,35,25,23,21,21,28,194,27,22,23,2174,382,568,740,147,189,460,431,34,5174,60,83,56,55,54,26,43,138,12,9,8,7,8,6165,7,238,22,19,8,6,6649,45
100,214,57,9,14,8,7,6,7,9,65,23,10,6,2,278,196,17,508,8,19,17,8,7,6,6,7,7,6,7,7,805,6010,0,18,13,8,6,5,6,6,5,7,6,188,85,94,276,61,92,165,773,73,1831,9,6,6,6,6,6,6,6,6,8,12,7,7,2011,7,225,30,20,8,7,2392,50
101,331,148,15,24,22,21,21,21,23,22,21,22,20,3,1512,325,59,1947,25,49,26,20,23,20,20,19,21,20,20,25,2520,31406,1,33,23,20,20,23,20,20,21,2138,31,329,178,216,637,136,191,382,788,56,2964,24,21,23,20,21,21,22,23,22,25,21,20,22,5624,22,2058,76,32,23,23,8056,98
102,329,85,7,12,7,7,7,7,7,6,6,6,6,2,177,270,69,537,8,17,13,7,8,7,7,5,6,6,7,8,743,3496,0,18,13,8,5,6,5,6,7,6,6,75,66,79,337,54,77,154,146,56,1064,9,6,6,6,5,6,6,7,7,7,8,7,6,1239,7,344,26,18,9,6,1720,48
103,1271,138,14,24,21,21,23,22,21,23,20,22,21,2,1300,295,141,1785,23,44,21,20,20,21,21,20,22,21,20,25,2350,29829,1,28,21,21,22,22,19,19,20,21,21,487,168,2193,835,165,324,445,397,36,5097,23,21,22,69,23,20,24,24,22,25,20,20,20,5667,22,561,35,29,72,39,6650,85
104,240,58,7,10,8,7,6,6,6,6,6,7,5,1,162,222,49,542,9,23,15,8,7,7,6,8,6,7,6,7,754,4719,0,18,56,19,7,6,5,6,6,5,5,160,75,85,262,39,71,216,154,49,1135,8,7,7,6,6,6,7,8,6,8,13,7,6,1371,8,200,21,19,8,7,1711,56
105,248,82,8,13,8,9,7,6,7,6,5,5,6,1,180,389,41,630,10,22,18,9,6,5,6,5,6,6,6,9,854,33471,1,20,13,7,6,7,6,7,7,5,6,83,68,86,427,107,96,163,160,16,1228,7,8,6,7,7,6,7,9,7,8,12,8,7,1418,7,362,27,13,17,9,1941,62
106,271,72,16,24,22,20,21,21,20,20,21,21,19,3,1685,303,156,2194,23,48,24,21,19,21,19,23,20,20,22,24,2755,11857,1,30,118,39,22,22,22,21,20,21,20,154,148,3428,51044,263,312,408,400,38,56239,22,20,21,21,20,21,22,23,21,23,20,19,20,56873,22,613,42,29,33,108,57938,49
107,239,57,6,11,7,6,6,6,6,5,7,7,6,1,167,153,13,347,7,17,9,6,7,7,5,7,7,6,6,7,540,927,0,20,15,7,8,6,6,6,6,5,5,91,74,92,285,46,77,155,149,19,1009,8,7,6,5,7,5,6,7,6,8,11,9,8,1196,8,208,22,18,8,6,1542,139
108,229,75,7,9,6,6,5,6,5,7,5,5,5,1,159,147,9,328,6,45,19,7,5,5,5,5,5,5,6,7,544,29968,0,14,10,6,5,4,6,5,5,6,4,78,63,76,251,41,69,221,170,30,1015,7,6,5,5,5,5,6,7,6,7,8,6,6,1168,6,181,18,16,7,7,1470,38
109,596,79,7,11,8,7,6,7,5,6,7,6,6,1,204,178,18,416,10,22,10,10,8,8,6,7,8,7,5,9,630,15752,1,19,15,7,8,6,6,6,6,6,6,70,110,101,391,50,91,191,179,15,1219,11,6,7,5,6,5,6,7,7,8,13,10,6,1408,11,454,41,19,10,10,2031,56
110,325,60,8,12,8,9,8,8,7,6,6,7,6,1,192,162,17,388,7,22,11,9,7,6,5,6,6,6,6,10,604,8484,1,34,11,7,7,6,7,6,6,7,6,114,155,91,329,162,269,209,172,21,1619,10,6,6,7,6,6,6,7,7,11,12,9,7,1827,8,209,23,106,223,21,2567,41
111,740,64,7,10,7,7,6,6,5,5,6,5,6,1,194,163,14,387,6,18,14,7,8,6,6,5,5,5,6,7,573,7822,1,15,12,5,5,5,6,5,6,6,5,61,60,70,244,34,62,134,721,33,1437,7,5,4,8,5,5,4,6,6,7,11,7,6,1598,7,183,17,12,8,5,1899,50
112,255,132,8,11,8,7,6,6,7,6,8,6,6,1,176,159,19,371,7,18,11,7,8,6,7,6,5,6,7,7,577,11937,0,19,14,7,6,5,6,6,8,6,6,131,75,88,279,89,88,201,170,63,1209,13,7,8,6,6,5,5,7,7,10,10,7,7,1401,36,1997,36,20,8,9,3591,40
113,287,104,11,25,21,21,21,20,19,20,21,22,19,3,1405,312,47,1810,23,47,24,20,21,21,22,20,22,25,18,25,2372,14377,1,33,21,19,20,21,20,20,20,20,19,193,168,817,1868,194,222,414,415,83,4421,23,23,20,20,19,19,157,35,24,25,20,21,19,5082,21,710,50,29,22,20,6171,99
114,594,59,6,14,8,7,6,6,6,7,6,6,6,1,173,158,52,412,9,21,13,8,7,8,6,6,6,8,6,9,630,3273,1,20,14,7,7,7,6,7,7,6,6,88,81,92,306,135,91,171,163,17,1164,13,9,10,7,7,5,7,8,10,9,8,9,6,1370,10,245,28,21,9,8,1770,55
115,335,102,9,13,9,7,9,7,9,7,6,7,7,2,199,277,262,764,9,23,16,9,6,6,6,6,5,6,6,8,993,27907,1,20,14,6,6,5,6,6,5,7,6,86,73,4016,6791,118,96,173,229,23,11626,8,7,6,8,7,6,7,9,7,8,12,8,9,11820,9,225,258,32,9,7,12449,41
116,244,41,7,13,9,7,6,8,7,7,5,7,6,1,167,154,15,353,7,20,10,7,8,6,6,6,6,6,5,8,557,808,0,103,17,7,7,5,5,6,6,5,5,94,132,607,340,62,153,231,186,25,1851,11,7,7,7,5,6,6,7,6,8,9,8,8,2124,7,224,21,20,9,6,2484,50
117,247,133,13,8,7,5,7,5,7,6,6,6,5,2,203,162,30,411,7,18,9,7,5,5,5,5,4,5,5,6,597,25264,1,18,6,5,5,4,4,5,5,5,5,90,69,81,306,49,69,142,220,20,1062,6,7,5,6,4,6,7,6,6,7,6,6,6,1213,7,198,20,16,116,11,1671,47
118,220,64,7,9,7,5,5,6,6,32,10,6,5,2,275,151,9,449,7,18,9,6,8,5,5,5,4,6,5,7,655,13480,1,13,13,6,5,5,5,6,5,6,5,79,60,74,334,46,65,138,128,11,953,9,6,5,5,5,5,5,6,7,21,8,5,5,1123,6,173,16,15,12,6,1422,47
119,517,189,21,32,22,20,54,56,30,24,23,23,21,4,1280,904,94,2345,25,58,24,23,20,20,20,21,20,122,31,27,3217,16345,291,55,74,35,22,21,20,21,19,21,19,235,172,206,845,143,225,6333,575,55,8839,24,23,22,20,158,41,23,30,22,28,20,22,20,9916,22,5497,65,34,24,20,15883,82
120,493,68,13,26,20,20,21,20,47,22,20,20,21,3,1513,581,53,2195,23,45,22,20,19,20,22,20,20,20,19,22,2773,3272,1,28,20,22,19,19,21,19,19,22,20,179,151,192,657,121,188,452,393,35,2415,22,23,20,19,21,20,19,22,20,23,20,21,20,2921,21,707,42,28,22,19,3977,78
121,448,124,15,23,22,22,21,20,19,20,19,20,20,3,1626,434,46,2155,22,52,25,20,19,21,19,20,19,19,19,24,2704,25793,2,30,21,20,19,20,19,19,23,21,19,142,143,422,658,112,174,815,428,43,2979,23,21,22,21,21,21,21,25,21,23,19,21,20,3492,22,591,44,28,24,20,4446,95
122,553,84,14,24,21,19,19,22,20,20,22,22,20,2,1332,291,47,1718,21,43,22,22,20,21,20,22,19,19,18,23,2264,7034,1,32,22,19,18,19,20,20,23,22,20,286,160,197,694,104,340,479,410,37,2751,24,23,22,21,22,22,23,22,24,23,19,20,21,3276,22,1661,118,38,25,21,5471,103
123,960,76,8,12,9,7,7,6,6,91,16,11,8,2,1937,384,180,2531,8,22,10,10,7,6,6,7,6,5,8,7,2844,9783,1,20,14,7,6,6,8,6,6,6,6,126,77,86,272,84,80,152,199,42,1139,8,7,5,8,5,6,6,8,7,7,7,7,6,1318,8,1203,63,19,9,5,2712,45
124,3038,83,13,23,21,21,140,26,20,21,19,23,20,3,1477,285,45,1855,24,48,23,21,21,20,21,20,22,21,20,25,2542,3526,3,33,23,23,20,21,20,22,21,20,20,210,169,1222,1550,140,179,382,388,33,4318,21,20,19,19,18,25,19,24,22,23,125,22,22,4952,24,517,32,27,21,20,5995,100
125,545,80,16,25,21,23,20,20,21,20,20,23,21,2,1269,408,50,1776,25,51,23,26,25,24,21,21,21,20,20,27,2425,3323,1,30,22,20,21,21,20,21,21,20,21,208,262,211,933,144,193,1099,2557,66,5719,25,22,23,21,20,20,21,24,23,24,666,50,24,6926,29,753,46,31,24,20,8075,96
126,409,75,8,12,8,7,7,6,7,6,7,6,7,1,166,314,33,531,8,20,17,8,6,7,6,7,7,7,6,7,745,7077,1,19,16,8,7,5,6,6,6,6,6,91,74,156,454,141,104,343,176,17,1575,8,6,8,7,7,6,5,7,8,9,12,8,8,1769,7,493,31,19,9,8,2425,46
127,501,56,9,11,8,7,6,7,6,7,6,6,6,2,213,197,23,454,9,25,14,7,6,6,5,7,7,8,7,9,674,15185,1,24,17,8,6,7,6,6,5,5,5,85,353,112,292,53,81,177,283,32,1485,8,6,6,7,6,5,6,7,8,9,10,8,6,1675,9,203,27,11,14,8,2037,51
128,286,69,7,10,8,8,6,6,5,6,6,7,5,1,198,175,13,402,7,20,8,7,8,7,7,7,6,6,5,9,601,6620,1,32,8,6,7,7,6,6,6,6,5,133,77,89,316,63,101,212,223,20,1255,10,10,8,9,7,5,5,8,7,9,12,8,7,1457,7,208,21,19,8,7,1870,56
129,204,64,7,11,8,8,7,6,9,6,6,6,6,1,179,245,24,467,7,21,13,10,8,6,7,6,7,5,8,7,689,10562,1,14,11,5,6,6,6,6,8,6,6,134,202,181,296,52,96,229,208,23,1447,13,9,7,8,8,8,7,9,8,9,9,9,45,1768,15,214,27,20,7,7,2149,56
130,235,76,8,15,8,8,7,7,6,7,7,6,6,1,174,155,17,362,8,20,10,7,7,7,8,8,6,7,7,9,584,13005,0,20,15,9,6,6,6,8,6,7,5,119,133,152,294,49,91,402,221,25,1506,10,7,7,7,7,6,8,10,8,11,13,10,7,1714,9,232,24,19,15,1703,3804,68
131,179,75,7,13,9,7,280,24,12,7,6,6,6,2,288,184,17,505,7,23,9,7,8,7,6,6,7,6,7,8,1012,9861,1,26,16,8,7,10,9,9,7,8,9,388,84,92,409,199,132,173,247,25,1769,6,7,7,6,8,7,6,7,7,9,8,8,7,1979,8,270,31,19,10,7,2412,47
132,282,79,8,12,8,8,7,8,7,7,7,7,6,1,169,161,13,359,7,19,9,7,7,6,8,6,7,5,7,7,567,12311,0,20,15,7,6,6,6,6,7,6,7,87,74,93,422,61,83,1858,278,29,3006,8,6,8,7,7,6,6,7,6,8,14,8,6,3199,8,208,46,60,19,9,3623,42
133,181,67,7,9,7,6,5,6,5,6,5,6,6,1,148,160,12,332,6,17,8,7,6,6,5,4,5,6,5,7,505,9919,1,14,11,6,4,4,6,5,6,7,4,79,61,76,498,48,214,285,157,14,1451,7,7,7,127,11,6,6,7,7,8,6,6,7,1737,7,426,116,22,9,5,2382,49
134,162,78,4,10,7,7,6,177,26,11,12,5,8,5,445,182,22,669,6,18,8,7,5,7,4,4,5,5,6,9,1053,12018,1,16,314,22,11,5,6,5,7,7,6,100,74,132,309,51,71,143,141,12,1050,8,9,6,6,6,6,6,8,6,9,10,8,6,1551,7,226,61,21,7,7,1963,36
135,337,122,13,23,21,21,21,21,20,65,23,21,19,2,4873,511,76,5516,36,91,25,20,22,20,19,20,21,23,19,23,6178,17897,2,43,28,21,24,21,24,98,21,22,19,223,175,202,965,177,201,2725,490,42,5247,26,23,22,20,20,20,20,24,22,25,21,22,74,5939,25,1263,46,31,23,19,7554,85
136,317,74,14,25,21,21,23,23,21,20,19,23,26,4,1753,331,49,2187,23,50,23,22,20,22,22,20,19,21,20,23,2758,3479,1,33,22,21,20,23,20,23,21,20,20,276,551,206,769,125,358,378,458,40,3206,23,23,23,21,21,21,24,26,23,26,22,21,22,3754,25,578,153,34,367,26,5369,90
137,6059,120,7,13,8,7,7,6,6,6,7,7,6,1,164,155,12,346,8,23,11,128,22,9,6,7,6,7,7,10,707,4880,1,18,14,6,6,6,6,5,7,5,6,85,74,87,382,146,138,194,171,18,1317,9,8,6,6,5,6,6,6,8,8,11,7,8,1497,9,372,29,20,8,7,2023,38
138,148,69,7,126,12,6,6,7,5,6,5,6,4,1,1100,691,27,1832,9,28,15,9,6,7,6,6,8,6,6,8,2166,11571,1,392,13,6,8,7,7,6,7,6,7,131,564,120,3672,638,93,166,153,19,5576,9,7,7,9,5,8,5,6,6,7,6,6,6,6130,7,408,37,16,7,7,6735,36
139,301,72,9,24,7,7,6,6,6,6,7,7,5,2,310,182,17,524,6,20,12,7,5,5,6,6,7,6,4,8,802,8230,0,15,12,6,6,5,6,4,6,5,5,82,106,95,796,105,80,726,211,16,2238,8,5,5,5,6,5,403,22,9,9,14,8,6,2825,8,367,29,17,10,6,3349,51
140,2672,144,14,24,21,20,21,20,20,20,6384,62,23,5,1667,490,307,2520,23,382,42,22,20,21,20,106,29,23,22,28,9950,15094,1,2082,42,7357,54,24,22,911,38,21,20,1486,223,392,1034,166,193,764,652,46,5002,22,20,21,21,21,20,20,22,21,22,20,22,20,15868,23,889,1474,138,31,21,18683,73
141,549,235,14,24,21,20,20,33,22,24,21,20,19,2,1265,5299,81,6697,25,59,22,80,28,22,21,23,20,20,22,25,7360,8515,1,28,25,21,19,19,19,21,21,21,21,124,141,193,795,388,211,400,415,43,2754,22,21,22,23,20,21,20,22,22,23,21,20,21,3271,25,711,53,33,24,22,4330,151
142,490,246,6,12,7,7,7,7,6,6,6,7,7,2,177,162,14,369,7,22,10,9,7,6,6,6,6,6,7,8,587,13511,0,21,16,9,6,6,6,6,5,6,7,102,163,113,339,60,81,177,209,31,1292,9,7,7,7,6,8,6,8,7,8,8,8,7,1485,8,224,23,19,8,7,1870,80
143,266,92,7,11,9,9,6,7,6,8,6,6,6,1,162,148,37,366,8,19,10,6,6,6,6,5,6,7,5,7,568,7402,0,19,16,7,6,6,6,6,7,6,7,78,69,83,620,84,83,159,162,16,1375,12,9,6,6,6,6,5,6,6,7,8,7,9,1565,6,199,41,15,8,6,1913,50
144,500,75,8,13,9,7,8,6,7,6,7,7,5,1,296,2119,53,2491,9,24,17,9,9,7,6,7,5,6,6,7,2719,14732,1,22,15,7,6,6,6,6,6,6,5,69,69,83,41140,139,153,195,186,48,42107,88,21,9,7,5,7,6,7,7,8,13,7,7,42394,7,227,60,16,8,6,42935,52
145,240,69,6,11,7,5,6,7,5,5,6,6,6,1,482,176,17,692,9,21,558,15,7,6,7,7,6,8,6,10,1458,1769,1,21,14,10,6,6,7,5,7,6,8,87,82,92,305,127,94,177,207,27,1221,7,6,6,7,6,6,7,8,8,8,14,7,6,1415,6,644,66,17,8,7,2247,42
146,500,81,8,11,9,6,6,6,6,6,7,6,5,1,223,156,14,413,7,19,10,8,6,6,6,6,7,6,6,8,615,15546,1,20,13,7,5,6,5,6,7,6,6,80,72,189,324,52,80,176,707,37,1741,8,8,6,7,6,6,7,8,7,8,12,8,8,1931,9,370,31,21,9,7,2457,53
147,634,150,8,11,8,7,6,7,6,5,5,7,7,1,179,155,14,363,8,18,10,8,6,6,8,7,6,6,7,8,571,9617,1,21,17,7,6,5,7,6,5,6,6,135,89,161,405,66,109,351,169,15,1519,9,6,7,6,7,6,6,7,8,8,8,8,6,1705,7,217,28,22,8,6,2081,42
148,212,80,8,13,8,7,6,6,5,6,6,7,5,1,262,410,68,762,10,40,16,12,8,8,9,6,6,5,6,6,1048,9917,1,18,18,16,6,6,6,6,6,6,6,66,76,125,301,75,77,154,185,16,1094,7,6,6,6,6,6,6,6,6,8,12,7,6,1285,6,200,21,17,9,6,1619,52
149,255,196,237,139,31,22,20,21,21,23,22,22,20,3,1896,321,49,2317,24,46,23,22,97,30,102,3050,84,26,20,33,6503,18859,2,32,21,22,20,20,21,21,22,20,19,194,184,332,688,199,222,1555,617,89,4414,24,21,21,20,20,19,20,22,21,22,19,20,22,4929,21,808,63,35,23,21,6127,424
150,393,62,6,15,8,8,6,7,6,7,9,7,5,1,169,148,10,341,8,61,22,7,7,6,8,6,6,7,6,7,612,2408,1,19,121,18,7,6,7,6,7,6,6,72,71,154,281,50,80,158,314,23,1223,7,8,6,6,7,6,6,7,8,9,11,9,7,1532,7,293,29,19,10,6,1977,46
151,201,70,7,10,7,6,6,5,5,5,5,6,5,1,301,273,38,627,6,23,11,6,5,5,5,5,5,5,5,6,806,36390,1,16,11,7,5,5,4,6,5,5,5,73,66,83,328,48,150,178,410,29,1380,8,5,5,5,5,6,6,7,6,8,7,7,6,1539,8,229,23,18,9,6,1912,52
152,447,65,8,40,12,8,7,6,7,6,55,11,8,2,183,164,15,381,7,76,25,9,7,5,5,6,6,7,6,8,751,5835,1,20,14,7,7,5,6,5,6,6,7,69,68,118,407,66,322,188,257,30,1549,93,17,10,8,6,6,453,25,7,8,8,6,8,2296,9,255,27,20,10,8,2700,49
153,356,76,8,12,9,7,6,7,6,7,7,7,8,1,170,162,16,364,8,23,11,8,6,6,6,6,8,6,5,8,579,18857,1,21,14,8,8,7,6,7,6,6,5,73,63,88,274,44,75,169,411,33,1248,12,10,6,6,7,5,6,7,6,9,9,6,6,1442,7,216,24,21,8,6,1844,41
154,261,180,9,12,8,40,17,10,6,7,6,7,6,2,170,148,15,349,8,18,9,8,7,7,6,6,6,6,6,7,601,14397,0,19,13,8,5,6,5,6,6,7,5,84,68,83,265,39,76,154,151,17,957,9,6,6,7,8,6,6,8,6,8,8,10,6,1143,7,224,23,19,8,6,1510,49
155,231,79,8,15,8,7,7,8,7,6,6,7,5,1,167,211,40,441,8,20,16,10,7,6,6,6,8,6,6,9,664,8234,1,21,16,7,7,6,6,6,6,474,15,262,79,211,585,81,117,238,179,18,1792,9,6,6,7,7,8,8,7,6,8,9,7,7,2459,7,205,20,20,15,7,2806,124
156,233,72,8,20,10,6,7,7,7,7,5,6,5,3,325,193,21,557,8,22,15,8,1950,29,8,6,6,7,6,9,2756,16115,1,19,14,9,6,6,7,6,6,6,6,69,68,88,1022,101,92,163,194,27,1842,9,6,6,7,6,6,7,8,9,9,8,7,7,2031,7,306,31,19,7,7,2484,72
157,299,144,15,25,20,21,20,21,20,21,23,23,21,2,1277,303,164,1801,26,46,150,28,20,20,21,19,103,26,22,25,2596,10268,1,35,177,26,21,19,21,20,19,20,20,145,144,189,693,143,192,489,634,179,2868,30,24,23,25,22,21,21,150,28,26,22,22,21,3706,22,620,40,30,24,21,4660,103
158,322,95,9,10,8,7,6,8,8,6,6,6,5,1,173,688,16,894,8,23,10,7,6,7,6,6,5,7,5,8,1100,9827,1,18,14,6,7,7,7,6,8,8,7,100,173,200,2417,105,232,2821,2013,52,8137,56,24,10,6,6,6,9,11,7,8,8,6,7,8399,7,239,25,19,10,7,8793,54
159,571,183,7,14,9,7,7,6,7,6,5,6,5,1,171,365,56,625,16,33,24,13,10,8,9,7,8,9,7,9,904,3980,1,33,9,6,6,6,7,6,6,6,6,90,73,91,357,91,146,252,203,19,1344,9,9,7,11,6,7,7,7,7,9,13,8,7,1554,8,237,636,26,10,6,2680,45
160,220,88,9,12,9,8,6,7,6,7,6,8,6,1,184,160,124,494,10,23,11,7,8,6,7,5,7,6,5,8,711,30884,1,18,15,7,7,6,6,5,7,7,7,87,75,90,283,52,87,176,224,27,1122,8,6,8,6,7,8,7,7,7,10,12,7,7,1317,7,237,29,21,10,7,1710,39
161,235,177,16,37,26,21,20,20,20,21,20,20,19,3,3881,353,54,4338,22,47,24,21,21,20,18,19,19,19,20,22,4906,14584,1,26,21,20,19,20,19,20,21,19,21,133,144,191,696,103,187,511,425,34,2466,23,21,19,20,21,20,20,21,23,22,19,19,20,2965,21,573,34,29,22,19,3851,100
162,278,106,7,11,9,8,6,6,7,7,6,6,6,1,174,278,13,482,7,16,9,9,7,8,6,6,6,6,6,8,686,6479,1,20,15,7,5,7,5,6,6,6,8,82,74,88,376,176,97,189,222,7097,8539,15,8,8,6,7,8,6,7,7,8,9,7,6,8734,8,278,25,18,15,7,9163,58
